Species,Family,Average_Girth_m,Diameter_cm,Wood_Density,Basal_Area_cm2,Height_m
Diospyros melanoxylon,Ebenaceae,0.17,5.40197013028281,0.68,22.99788927677888,3.5
Diospyros melanoxylon,Ebenaceae,0.19,6.03749602796314,0.68,28.72746722808711,4
Diospyros melanoxylon,Ebenaceae,0.18,5.719733079122975,0.68,25.783100780887047,4
Diospyros melanoxylon,Ebenaceae,0.17,5.40197013028281,0.68,22.99788927677888,3.5
Diospyros melanoxylon,Ebenaceae,0.21,6.67302192564347,0.68,35.093664951762925,4
Diospyros melanoxylon,Ebenaceae,0.19,6.03749602796314,0.68,28.72746722808711,4
Diospyros melanoxylon,Ebenaceae,0.2,6.355258976803306,0.68,31.830988618379067,3.5
Pongamia pinnata,Fabaceae,0.25,7.9440737210041314,0.64,49.735919716217296,3
Tamarindus indica,Fabaceae,1.73,54.97299014934859,1.28,2381.674145898668,15.37
Eucalyptus tereticornis,Myrtaceae,0.84,26.69208770257388,0.7,561.4986392282068,19.37
Cassia siamea,Fabaceae,0.87,27.645376549094376,0.8049,602.3218821312779,18.37
Cassia siamea,Fabaceae,0.64,20.336828725770577,0.8049,325.94932345220167,16.37
Cassia siamea,Fabaceae,0.51,16.20591039084843,0.8049,206.9810034910099,17.37
Tamarindus indica,Fabaceae,1.83,58.150619637750246,1.28,2664.9699446022414,14.37
Cassia siamea,Fabaceae,0.46,14.617095646647602,0.8049,168.3859297912253,14.37
Cassia siamea,Fabaceae,0.43,13.663806800127109,0.8049,147.13874488845724,14
Cassia siamea,Fabaceae,0.49,15.570384493168095,0.8049,191.06550918182035,12
Albizia odoratissima,Fabaceae,1.08,34.31839847473785,0.8394,928.1916281119336,18.37
Santalum album,Santalaceae,0.12,3.813155386081983,0.87,11.459155902616464,2.5
Santalum album,Santalaceae,0.13,4.130918334922148,0.87,13.448592691265157,6
Pongamia pinnata,Fabaceae,0.09,2.8598665395614873,0.64,6.445775195221762,2.5
Pongamia pinnata,Fabaceae,0.23,7.308547823323801,0.64,42.09648244780632,7.5
Cassia siamea,Fabaceae,0.53,16.84143628852876,0.8049,223.533117572567,14.37
Cassia siamea,Fabaceae,0.58,18.430251032729583,0.8049,267.69861428056794,14.37
Cassia siamea,Fabaceae,0.46,14.617095646647602,0.8049,168.3859297912253,14.37
Leucaena leucocephala,Fabaceae,0.735,23.355576739752145,0.5,429.8973956590958,19.37
Eucalyptus tereticornis,Myrtaceae,0.72,22.8789323164919,0.7,412.52961249419275,20.37
Albizia odoratissima,Fabaceae,0.86,27.327613600254217,0.8394,588.554979553829,19.37
Tamarindus indica,Fabaceae,0.875,27.80425802351446,1.28,609.2650165236619,16.37
Albizia amara,Fabaceae,0.43,13.663806800127109,0.7,147.13874488845724,12.37
Eucalyptus tereticornis,Myrtaceae,0.64,20.336828725770577,0.7,325.94932345220167,12
Tamarindus indica,Fabaceae,0.95,30.187480139815698,1.28,718.1866807021777,18
Tamarindus indica,Fabaceae,0.8533333333333333,27.11577163436077,1.28,579.4654639150251,17.5
Tamarindus indica,Fabaceae,0.525,16.682554814108677,1.28,219.33540594851823,12.37
Tamarindus indica,Fabaceae,0.815,25.897680330473467,1.28,528.5734603760709,18
Tamarindus indica,Fabaceae,0.615,19.542421353670164,1.28,300.9818917546606,14.5
Santalum album,Santalaceae,0.11,3.4953924372418177,0.87,9.628874057059669,8
Albizia odoratissima,Fabaceae,0.57,18.11248808388942,0.8394,258.54720505278397,12.37
Albizia odoratissima,Fabaceae,0.62,19.701302828090245,0.8394,305.89580062262286,12
Eucalyptus tereticornis,Myrtaceae,0.54,17.159199237368924,0.7,232.0479070279834,18.37
Albizia odoratissima,Fabaceae,0.83,26.374324753733713,0.8394,548.2092014800335,16.37
Albizia odoratissima,Fabaceae,0.76,24.14998411185256,0.8394,459.6394756493938,15.37
Albizia amara,Fabaceae,0.55,17.476962186209093,0.7,240.7218514264917,12.37
Pongamia pinnata,Fabaceae,0.4066666666666666,12.922359919500051,0.64,131.6034540544317,8.37
Albizia amara,Fabaceae,0.31,9.850651414045124,0.7,76.47395015565571,10.37
Albizia amara,Fabaceae,0.21,6.67302192564347,0.7,35.093664951762925,9.37
Santalum album,Santalaceae,0.12,3.813155386081983,0.87,11.459155902616464,6.5
Santalum album,Santalaceae,0.13,4.130918334922148,0.87,13.448592691265157,6
Amoora lawii,Meliaceae,0.46,14.617095646647602,0.6799,168.3859297912253,8.37
Albizia odoratissima,Fabaceae,0.84,26.69208770257388,0.8394,561.4986392282068,17.37
Albizia odoratissima,Fabaceae,0.19,6.03749602796314,0.8394,28.72746722808711,2.5
Albizia amara,Fabaceae,0.25,7.9440737210041314,0.7,49.735919716217296,7.5
Albizia amara,Fabaceae,0.12,3.813155386081983,0.7,11.459155902616464,7
Albizia amara,Fabaceae,0.06,1.9065776930409917,0.7,2.864788975654116,7
Albizia amara,Fabaceae,0.08,2.542103590721322,0.7,5.092958178940651,6.5
Albizia amara,Fabaceae,0.07,2.224340641881157,0.7,3.899296105751436,7
Albizia amara,Fabaceae,0.06,1.9065776930409917,0.7,2.864788975654116,6
Albizia amara,Fabaceae,0.05,1.5888147442008265,0.7,1.9894367886486917,6
Albizia amara,Fabaceae,0.08,2.542103590721322,0.7,5.092958178940651,6.5
Albizia amara,Fabaceae,0.12,3.813155386081983,0.7,11.459155902616464,5
Syzygium cumini,Myrtaceae,0.87,27.645376549094376,0.76,602.3218821312779,14.37
Amoora lawii,Meliaceae,0.14,4.448681283762314,0.6799,15.597184423005745,4.5
Albizia odoratissima,Fabaceae,0.98,31.14076898633619,0.8394,764.2620367272814,15.37
Pongamia pinnata,Fabaceae,0.78,24.785510009532892,0.64,484.1493368855456,16.37
Albizia odoratissima,Fabaceae,0.81,25.738798856053386,0.8394,522.1077908129627,15.5
Eucalyptus tereticornis,Myrtaceae,0.49,15.570384493168095,0.7,191.06550918182035,18.37
Eucalyptus citriodora,Myrtaceae,0.43,13.663806800127109,0.8,147.13874488845724,12.37
Albizia amara,Fabaceae,0.02,0.6355258976803305,0.7,0.3183098861837907,1
Albizia amara,Fabaceae,0.08,2.542103590721322,0.7,5.092958178940651,1
Albizia amara,Fabaceae,0.12,3.813155386081983,0.7,11.459155902616464,1
Albizia amara,Fabaceae,0.11,3.4953924372418177,0.7,9.628874057059669,1
Albizia amara,Fabaceae,0.1,3.177629488401653,0.7,7.957747154594767,1
Albizia amara,Fabaceae,0.11,3.4953924372418177,0.7,9.628874057059669,1
Albizia amara,Fabaceae,0.12,3.813155386081983,0.7,11.459155902616464,1
Albizia amara,Fabaceae,0.1,3.177629488401653,0.7,7.957747154594767,1
Albizia amara,Fabaceae,0.11,3.4953924372418177,0.7,9.628874057059669,1
Albizia amara,Fabaceae,0.1,3.177629488401653,0.7,7.957747154594767,1
Albizia amara,Fabaceae,0.09,2.8598665395614873,0.7,6.445775195221762,1
Albizia amara,Fabaceae,0.08,2.542103590721322,0.7,5.092958178940651,1
Albizia amara,Fabaceae,0.12,3.813155386081983,0.7,11.459155902616464,1
Albizia amara,Fabaceae,0.11,3.4953924372418177,0.7,9.628874057059669,1
Albizia amara,Fabaceae,0.12,3.813155386081983,0.7,11.459155902616464,1
Amoora lawii,Meliaceae,0.07,2.224340641881157,0.6799,3.899296105751436,1.5
Amoora lawii,Meliaceae,0.05,1.5888147442008265,0.6799,1.9894367886486917,1.5
Amoora lawii,Meliaceae,0.1,3.177629488401653,0.6799,7.957747154594767,1.5
Tamarindus indica,Fabaceae,0.86,27.327613600254217,1.28,588.554979553829,8.5
Eucalyptus tereticornis,Myrtaceae,0.56,17.794725135049255,0.7,249.55495076809189,18
Eucalyptus tereticornis,Myrtaceae,0.58,18.430251032729583,0.7,267.69861428056794,17
Eucalyptus tereticornis,Myrtaceae,0.31,9.850651414045124,0.7,76.47395015565571,14
Eucalyptus tereticornis,Myrtaceae,0.52,16.523673339688592,0.7,215.1774830602425,18
Eucalyptus tereticornis,Myrtaceae,0.55,17.476962186209093,0.7,240.7218514264917,18
Eucalyptus tereticornis,Myrtaceae,0.57,18.11248808388942,0.7,258.54720505278397,17
Eucalyptus tereticornis,Myrtaceae,0.61,19.38353987925008,0.7,296.10777162247126,18
Tamarindus indica,Fabaceae,0.5733333333333334,18.21840906683614,1.28,261.5799909128129,12
Albizia amara,Fabaceae,0.58,18.430251032729583,0.7,267.69861428056794,10.5
Cassia siamea,Fabaceae,0.33,10.486177311725454,0.8049,86.65986651353701,12
Simarouba glauca,Simaroubaceae,0.28,8.897362567524628,0.465,62.38873769202297,10
Simarouba glauca,Simaroubaceae,0.25,7.9440737210041314,0.465,49.735919716217296,10
Simarouba glauca,Simaroubaceae,0.2,6.355258976803306,0.465,31.830988618379067,10.5
Simarouba glauca,Simaroubaceae,0.21,6.67302192564347,0.465,35.093664951762925,11
Simarouba glauca,Simaroubaceae,0.18,5.719733079122975,0.465,25.783100780887047,10.5
Simarouba glauca,Simaroubaceae,0.23,7.308547823323801,0.465,42.09648244780632,10.5
Simarouba glauca,Simaroubaceae,0.28,8.897362567524628,0.465,62.38873769202297,10
Simarouba glauca,Simaroubaceae,0.53,16.84143628852876,0.465,223.533117572567,10.5
Eucalyptus tereticornis,Myrtaceae,0.78,24.785510009532892,0.7,484.1493368855456,20
Leucaena leucocephala,Fabaceae,1.36,43.21576104226248,0.5,1471.8649137138482,17
Albizia amara,Fabaceae,0.11,3.4953924372418177,0.7,9.628874057059669,3
Santalum album,Santalaceae,0.13,4.130918334922148,0.87,13.448592691265157,5
Santalum album,Santalaceae,0.08,2.542103590721322,0.87,5.092958178940651,3
Eucalyptus tereticornis,Myrtaceae,0.57,18.11248808388942,0.7,258.54720505278397,18
Albizia odoratissima,Fabaceae,0.53,16.84143628852876,0.8394,223.533117572567,10
Eucalyptus tereticornis,Myrtaceae,0.65,20.654591674610742,0.7,336.2148172816289,20
Tamarindus indica,Fabaceae,0.68,21.60788052113124,1.28,367.9662284284621,11.5
Santalum album,Santalaceae,0.09,2.8598665395614873,0.87,6.445775195221762,2
Santalum album,Santalaceae,0.09,2.8598665395614873,0.87,6.445775195221762,3.5
Psidium guajava,Myrtaceae,0.115,3.654273911661901,0.67,10.52412061195158,4
Tamarindus indica,Fabaceae,0.1,3.177629488401653,1.28,7.957747154594767,1
Tamarindus indica,Fabaceae,0.07,2.224340641881157,1.28,3.899296105751436,1
Tamarindus indica,Fabaceae,0.08,2.542103590721322,1.28,5.092958178940651,1
Eucalyptus tereticornis,Myrtaceae,0.38,12.07499205592628,0.7,114.90986891234844,15
Eucalyptus tereticornis,Myrtaceae,0.35,11.121703209405783,0.7,97.4824026437859,1.6
Acacia auriculiformis,Fabaceae,0.67,21.290117572291074,0.575,357.2232697697591,19
Simarouba glauca,Simaroubaceae,0.54,17.159199237368924,0.465,232.0479070279834,12
Eucalyptus tereticornis,Myrtaceae,0.38,12.07499205592628,0.7,114.90986891234844,15
Eucalyptus tereticornis,Myrtaceae,0.35,11.121703209405783,0.7,97.4824026437859,16
Eucalyptus tereticornis,Myrtaceae,1.04,33.047346679377185,0.7,860.70993224097,22
Eucalyptus tereticornis,Myrtaceae,0.66,20.972354623450908,0.7,346.63946605414804,20
Albizia odoratissima,Fabaceae,0.61,19.38353987925008,0.8394,296.10777162247126,7
Albizia odoratissima,Fabaceae,0.53,16.84143628852876,0.8394,223.533117572567,12
Eucalyptus tereticornis,Myrtaceae,0.58,18.430251032729583,0.7,267.69861428056794,13
Santalum album,Santalaceae,0.11,3.4953924372418177,0.87,9.628874057059669,3
Eucalyptus tereticornis,Myrtaceae,1.23,39.08484270734033,0.7,1203.9275670186423,21
Eucalyptus tereticornis,Myrtaceae,0.625,19.860184302510326,0.7,310.8494982263581,21
Santalum album,Santalaceae,0.23,7.308547823323801,0.87,42.09648244780632,8
Leucaena leucocephala,Fabaceae,0.98,31.14076898633619,0.5,764.2620367272814,20
Acacia auriculiformis,Fabaceae,0.58,18.430251032729583,0.575,267.69861428056794,16
Acacia auriculiformis,Fabaceae,0.53,16.84143628852876,0.575,223.533117572567,14
Pongamia pinnata,Fabaceae,0.12,3.813155386081983,0.64,11.459155902616464,4.5
Tamarindus indica,Fabaceae,0.8,25.421035907213223,1.28,509.29581789406507,14
Eucalyptus tereticornis,Myrtaceae,0.58,18.430251032729583,0.7,267.69861428056794,15.5
Eucalyptus tereticornis,Myrtaceae,0.61,19.38353987925008,0.7,296.10777162247126,15
Santalum album,Santalaceae,0.05,1.5888147442008265,0.87,1.9894367886486917,2
Santalum album,Santalaceae,0.12,3.813155386081983,0.87,11.459155902616464,5
Santalum album,Santalaceae,0.02,0.6355258976803305,0.87,0.3183098861837907,3.5
Eucalyptus tereticornis,Myrtaceae,0.46,14.617095646647602,0.7,168.3859297912253,12
Eucalyptus tereticornis,Myrtaceae,0.43,13.663806800127109,0.7,147.13874488845724,10
Santalum album,Santalaceae,0.12,3.813155386081983,0.87,11.459155902616464,4.5
Eucalyptus tereticornis,Myrtaceae,0.98,31.14076898633619,0.7,764.2620367272814,18
Eucalyptus tereticornis,Myrtaceae,0.605,19.22465840483,0.7,291.27344022605496,20
Pongamia pinnata,Fabaceae,0.58,18.430251032729583,0.64,267.69861428056794,7
Tamarindus indica,Fabaceae,0.565,17.953606609469336,1.28,254.03118354255145,10.37
Eucalyptus tereticornis,Myrtaceae,0.66,20.972354623450908,0.7,346.63946605414804,15
Eucalyptus tereticornis,Myrtaceae,0.68,21.60788052113124,0.7,367.9662284284621,15
Eucalyptus tereticornis,Myrtaceae,0.56,17.794725135049255,0.7,249.55495076809189,15
Eucalyptus tereticornis,Myrtaceae,0.58,18.430251032729583,0.7,267.69861428056794,15
Eucalyptus tereticornis,Myrtaceae,0.61,19.38353987925008,0.7,296.10777162247126,15
Eucalyptus tereticornis,Myrtaceae,0.55,17.476962186209093,0.7,240.7218514264917,15
Ficus mollis,Moraceae,0.75,23.83222116301239,0.43,447.6232774459557,6.5
Artocarpus heterophyllus,Moraceae,0.98,31.14076898633619,0.4867,764.2620367272814,15.5
Ficus mollis,Moraceae,0.41,13.028280902446776,0.43,133.76972966873802,6.5
Pongamia pinnata,Fabaceae,0.8059999999999999,25.611693676517316,0.64,516.9639030522325,8
Santalum album,Santalaceae,0.26,8.261836669844296,0.87,53.79437076506063,8
Mangifera indica,Anacardiaceae,0.4733333333333334,15.04077957843449,0.68,178.28890402805433,8
Santalum album,Santalaceae,0.205,6.514140451223388,0.87,33.442432417184506,6.5
Santalum album,Santalaceae,0.25,7.9440737210041314,0.87,49.735919716217296,6
Pongamia pinnata,Fabaceae,0.56,17.794725135049255,0.64,249.55495076809189,6
Leucaena leucocephala,Fabaceae,0.7240000000000001,23.006037496027968,0.5,417.1260072506868,7
Leucaena leucocephala,Fabaceae,0.7759999999999999,24.658404829996822,0.5,479.1964350565258,8.5
Eucalyptus tereticornis,Myrtaceae,1.2,38.13155386081983,0.7,1145.9155902616465,18
Leucaena leucocephala,Fabaceae,0.53,16.84143628852876,0.5,223.533117572567,7
Mangifera indica,Anacardiaceae,1.47,46.71115347950429,0.68,1719.5895826363833,10
Melia dubia,Meliaceae,0.12,3.813155386081983,0.4,11.459155902616464,3.5
Melia dubia,Meliaceae,1.21,38.44931680966,0.4,1165.0937609042198,12
Melia dubia,Meliaceae,0.48,15.252621544327932,0.4,183.34649444186343,4
Melia dubia,Meliaceae,0.19,6.03749602796314,0.4,28.72746722808711,3.5
Melia dubia,Meliaceae,0.21,6.67302192564347,0.4,35.093664951762925,4
Bauhinia variegata,Fabaceae,0.21,6.67302192564347,0.7,35.093664951762925,4
Bauhinia variegata,Fabaceae,0.15,4.7664442326024785,0.7,17.904931097838226,3
Bauhinia variegata,Fabaceae,0.14,4.448681283762314,0.7,15.597184423005745,2
Bauhinia variegata,Fabaceae,0.19,6.03749602796314,0.7,28.72746722808711,4
Enterolobium contortisiliquum,Fabaceae,0.43,13.663806800127109,0.42,147.13874488845724,10.5
Enterolobium contortisiliquum,Fabaceae,0.51,16.20591039084843,0.42,206.9810034910099,9
Enterolobium contortisiliquum,Fabaceae,0.53,16.84143628852876,0.42,223.533117572567,11
Santalum album,Santalaceae,0.33,10.486177311725454,0.87,86.65986651353701,5
Pongamia pinnata,Fabaceae,0.785,24.944391483952973,0.64,490.376274034016,12.5
Tamarindus indica,Fabaceae,1.65,52.430886558627265,1.28,2166.4966628384254,11.5
Bauhinia variegata,Fabaceae,0.12,3.813155386081983,0.7,11.459155902616464,4
Bauhinia variegata,Fabaceae,0.13,4.130918334922148,0.7,13.448592691265157,4
Bauhinia variegata,Fabaceae,0.15,4.7664442326024785,0.7,17.904931097838226,4
Lagerstroemia lanceolata,Lythraceae,1.25,39.72036860502065,0.579,1243.3979929054324,12
Butea monosperma,Fabaceae,0.49,15.570384493168095,0.405,191.06550918182035,10
Albizia odoratissima,Fabaceae,0.43,13.663806800127109,0.8394,147.13874488845724,9
Santalum album,Santalaceae,0.12,3.813155386081983,0.87,11.459155902616464,3.5
Peltophorum pterocarpum,Fabaceae,1.65,52.430886558627265,0.55,2166.4966628384254,17.5
Peltophorum pterocarpum,Fabaceae,0.16,5.084207181442644,0.55,20.371832715762604,4
Simarouba glauca,Simaroubaceae,0.59,18.74801398156975,0.465,277.00917845144386,13.5
Pongamia pinnata,Fabaceae,1.45,46.075627581823966,0.64,1673.1163392535498,12
Santalum album,Santalaceae,0.21,6.67302192564347,0.87,35.093664951762925,7
Cassia fistula,Fabaceae,0.36333333333333334,11.545387141192672,0.835,105.05110438193384,4.5
Cassia fistula,Fabaceae,0.38,12.07499205592628,0.835,114.90986891234844,4.5
Santalum album,Santalaceae,0.02,0.6355258976803305,0.87,0.3183098861837907,7.5
Butea monosperma,Fabaceae,0.445,14.140451223387354,0.405,157.58328802886288,12
Pongamia pinnata,Fabaceae,0.92,29.234191293295204,0.64,673.5437191649011,9.5
Tamarindus indica,Fabaceae,1.55,49.253257070225615,1.28,1911.8487538913928,12
Tamarindus indica,Fabaceae,1.36,43.21576104226248,1.28,1471.8649137138482,12
Butea monosperma,Fabaceae,0.685,21.766761995551324,0.405,373.39739086147296,11
Mangifera indica,Anacardiaceae,0.5675,18.03304734667938,0.68,256.2842207056961,6
Mangifera indica,Anacardiaceae,0.56,17.794725135049255,0.68,249.55495076809189,5.5
Mangifera indica,Anacardiaceae,0.5466666666666666,17.371041203262365,0.68,237.81285274442317,4.5
Mangifera indica,Anacardiaceae,0.53,16.84143628852876,0.68,223.533117572567,5.5
Mangifera indica,Anacardiaceae,0.455,14.45821417222752,0.68,164.74526046799818,4.5
Mangifera indica,Anacardiaceae,0.415,13.187162376866857,0.68,137.05230037000837,4
Mangifera indica,Anacardiaceae,0.474,15.061963775023832,0.68,178.79147997057336,4.5
Mangifera indica,Anacardiaceae,0.51,16.20591039084843,0.68,206.9810034910099,4.5
Mangifera indica,Anacardiaceae,0.3466666666666666,11.01578222645906,0.68,95.63443691566331,4
Mangifera indica,Anacardiaceae,0.556,17.66761995551319,0.68,246.0026124382808,5
Mangifera indica,Anacardiaceae,0.44,13.98156974896727,0.68,154.0619849129547,4.5
Mangifera indica,Anacardiaceae,0.405,12.869399428026693,0.68,130.5269477032407,4
Mangifera indica,Anacardiaceae,0.482,15.316174134095968,0.68,184.8775649944075,4
Mangifera indica,Anacardiaceae,0.35,11.121703209405783,0.68,97.4824026437859,4
Mangifera indica,Anacardiaceae,0.398,12.646965363838577,0.68,126.05389802764292,4
Mangifera indica,Anacardiaceae,0.375,11.916110581506196,0.68,111.90581936148892,4
Mangifera indica,Anacardiaceae,0.168,5.338417540514777,0.68,22.459945569128273,3.5
Mangifera indica,Anacardiaceae,0.5142857142857143,16.34209451177993,0.68,210.47429208887385,4.5
Mangifera indica,Anacardiaceae,0.19,6.03749602796314,0.68,28.72746722808711,3.5
Mangifera indica,Anacardiaceae,0.532,16.90498887829679,0.68,225.22334306820295,4
Mangifera indica,Anacardiaceae,0.51,16.20591039084843,0.68,206.9810034910099,4
Mangifera indica,Anacardiaceae,0.54,17.159199237368924,0.68,232.0479070279834,3.8
Mangifera indica,Anacardiaceae,0.5579999999999999,17.731172545281222,0.68,247.7755985043245,4
Mangifera indica,Anacardiaceae,0.5983333333333334,19.012816438936557,0.68,284.88955861981344,4
Manilkara zapota,Sapotaceae,0.5660000000000001,17.985382904353354,0.81,254.93120474573612,6
Manilkara zapota,Sapotaceae,0.5175,16.44423260247855,0.81,213.1134423920195,5.5
Manilkara zapota,Sapotaceae,0.5175,16.44423260247855,0.81,213.1134423920195,5.5
Manilkara zapota,Sapotaceae,0.6566666666666667,20.866433640504187,0.81,343.14689924740924,4.5
Manilkara zapota,Sapotaceae,0.4666666666666666,14.828937612541043,0.81,173.30204914450823,4.5
Manilkara zapota,Sapotaceae,0.5366666666666666,17.0532782544222,0.81,229.19195999361216,4.5
Manilkara zapota,Sapotaceae,0.32,10.168414362885288,0.81,81.48733086305042,4
Manilkara zapota,Sapotaceae,0.41666666666666663,13.240122868340215,0.81,138.15533254504803,4.5
Manilkara zapota,Sapotaceae,0.73,23.196695265332064,0.81,424.0683458683551,10
Manilkara zapota,Sapotaceae,0.405,12.869399428026693,0.81,130.5269477032407,4.5
Manilkara zapota,Sapotaceae,0.51,16.20591039084843,0.81,206.9810034910099,4.5
Manilkara zapota,Sapotaceae,0.465,14.775977121067683,0.81,172.06638785022534,3.5
Manilkara zapota,Sapotaceae,0.465,14.775977121067683,0.81,172.06638785022534,5
Manilkara zapota,Sapotaceae,0.36666666666666664,11.651308124139392,0.81,106.9874895228852,4.5
Manilkara zapota,Sapotaceae,0.385,12.233873530346363,0.81,117.95370719898094,4.5
Manilkara zapota,Sapotaceae,0.66,20.972354623450908,0.81,346.63946605414804,5
Manilkara zapota,Sapotaceae,0.58,18.430251032729583,0.81,267.69861428056794,4
Artocarpus heterophyllus,Moraceae,0.2,6.355258976803306,0.4867,31.830988618379067,2
Manilkara zapota,Sapotaceae,0.4375,13.90212901175723,0.81,152.31625413091547,4.5
Manilkara zapota,Sapotaceae,0.4725,15.014299332697808,0.81,177.6616788182998,4.5
Anacardium occidentale,Anacardiaceae,0.7016666666666667,22.296366910284927,0.5,391.78862872986986,5
Anacardium occidentale,Anacardiaceae,0.735,23.355576739752145,0.5,429.8973956590958,5
Anacardium occidentale,Anacardiaceae,0.45,14.299332697807438,0.5,161.14437988054402,3.5
Anacardium occidentale,Anacardiaceae,0.486,15.44327931363203,0.5,187.95880469266655,4
Anacardium occidentale,Anacardiaceae,0.6,19.06577693040991,0.5,286.4788975654116,4
Anacardium occidentale,Anacardiaceae,0.7,22.243406418811567,0.5,389.9296105751436,4.5
Anacardium occidentale,Anacardiaceae,0.6966666666666668,22.13748543586485,0.5,386.22483717761565,4
Psidium guajava,Myrtaceae,0.14,4.448681283762314,0.67,15.597184423005745,2
Psidium guajava,Myrtaceae,0.53,16.84143628852876,0.67,223.533117572567,4.5
Psidium guajava,Myrtaceae,0.4825,15.332062281537972,0.67,185.2613273509378,4
Psidium guajava,Myrtaceae,0.6,19.06577693040991,0.67,286.4788975654116,4.5
Mangifera indica,Anacardiaceae,0.45833333333333337,14.564135155174244,0.68,167.16795237950816,4.5
Mangifera indica,Anacardiaceae,0.6214285714285714,19.746697535067412,0.68,307.3070827200398,5
Psidium guajava,Myrtaceae,0.03,0.9532888465204956,0.67,0.716197243913529,1
Gmelina arborea,Lamiaceae,1.235,39.24372418176041,0.48,1213.7354903866803,14
Gmelina arborea,Lamiaceae,1.375,43.69240546552272,0.48,1504.5115714155731,15
Gmelina arborea,Lamiaceae,0.5866666666666667,18.642092998623028,0.48,273.8879731785861,14
Gmelina arborea,Lamiaceae,0.9766666666666668,31.034848003389477,0.48,759.0718171942292,15
Syzygium cumini,Myrtaceae,1.0575,33.60343183984748,0.76,889.9198378903044,15
Syzygium cumini,Myrtaceae,0.87,27.645376549094376,0.76,602.3218821312779,20
Syzygium cumini,Myrtaceae,1.005,31.935176358436607,0.76,803.752356981958,15
Syzygium cumini,Myrtaceae,0.75,23.83222116301239,0.76,447.6232774459557,15
Tamarindus indica,Fabaceae,0.68,21.60788052113124,1.28,367.9662284284621,13
Tamarindus indica,Fabaceae,0.38,12.07499205592628,1.28,114.90986891234844,8
Tamarindus indica,Fabaceae,0.42,13.34604385128694,1.28,140.3746598070517,12
Tamarindus indica,Fabaceae,0.49,15.570384493168095,1.28,191.06550918182035,11
Acacia auriculiformis,Fabaceae,0.98,31.14076898633619,0.575,764.2620367272814,16
Acacia auriculiformis,Fabaceae,0.51,16.20591039084843,0.575,206.9810034910099,15
Acacia auriculiformis,Fabaceae,0.78,24.785510009532892,0.575,484.1493368855456,14
Acacia auriculiformis,Fabaceae,1.09,34.63616142357802,0.575,945.4599394374044,17
Acacia auriculiformis,Fabaceae,0.92,29.234191293295204,0.575,673.5437191649011,13
Acacia auriculiformis,Fabaceae,1.14,36.22497616777884,0.575,1034.188820211136,14
Acacia auriculiformis,Fabaceae,1.05,33.365109628217354,0.575,877.341623794073,16
Santalum album,Santalaceae,0.13,4.130918334922148,0.87,13.448592691265157,4.5
Santalum album,Santalaceae,0.09,2.8598665395614873,0.87,6.445775195221762,4
Santalum album,Santalaceae,0.1,3.177629488401653,0.87,7.957747154594767,6
Santalum album,Santalaceae,0.12,3.813155386081983,0.87,11.459155902616464,4
Santalum album,Santalaceae,0.15,4.7664442326024785,0.87,17.904931097838226,5
Pongamia pinnata,Fabaceae,0.38,12.07499205592628,0.64,114.90986891234844,7
Jacaranda mimosifolia,Bignoniaceae,0.32,10.168414362885288,0.5,81.48733086305042,12
Eucalyptus tereticornis,Myrtaceae,0.48,15.252621544327932,0.7,183.34649444186343,17
Eucalyptus tereticornis,Myrtaceae,0.42,13.34604385128694,0.7,140.3746598070517,16
Eucalyptus tereticornis,Myrtaceae,0.31,9.850651414045124,0.7,76.47395015565571,13
Eucalyptus tereticornis,Myrtaceae,0.35,11.121703209405783,0.7,97.4824026437859,12
Eucalyptus tereticornis,Myrtaceae,0.38,12.07499205592628,0.7,114.90986891234844,13
Eucalyptus tereticornis,Myrtaceae,0.41,13.028280902446776,0.7,133.76972966873802,14
Eucalyptus tereticornis,Myrtaceae,0.45,14.299332697807438,0.7,161.14437988054402,12
Eucalyptus tereticornis,Myrtaceae,0.33,10.486177311725454,0.7,86.65986651353701,11
Eucalyptus tereticornis,Myrtaceae,0.36,11.43946615824595,0.7,103.1324031235482,12
Eucalyptus tereticornis,Myrtaceae,0.35,11.121703209405783,0.7,97.4824026437859,14
Eucalyptus tereticornis,Myrtaceae,0.43,13.663806800127109,0.7,147.13874488845724,13
Eucalyptus tereticornis,Myrtaceae,0.47,14.934858595487766,0.7,175.7866346449984,12
Eucalyptus tereticornis,Myrtaceae,1.05,33.365109628217354,0.7,877.341623794073,18
Eucalyptus tereticornis,Myrtaceae,0.98,31.14076898633619,0.7,764.2620367272814,19
Eucalyptus tereticornis,Myrtaceae,0.68,21.60788052113124,0.7,367.9662284284621,17
Jacaranda mimosifolia,Bignoniaceae,0.12,3.813155386081983,0.5,11.459155902616464,6
Jacaranda mimosifolia,Bignoniaceae,0.16,5.084207181442644,0.5,20.371832715762604,5
Jacaranda mimosifolia,Bignoniaceae,0.15,4.7664442326024785,0.5,17.904931097838226,5
Jacaranda mimosifolia,Bignoniaceae,0.18,5.719733079122975,0.5,25.783100780887047,6
Jacaranda mimosifolia,Bignoniaceae,0.12,3.813155386081983,0.5,11.459155902616464,4
Jacaranda mimosifolia,Bignoniaceae,0.13,4.130918334922148,0.5,13.448592691265157,6
Jacaranda mimosifolia,Bignoniaceae,0.19,6.03749602796314,0.5,28.72746722808711,5
Jacaranda mimosifolia,Bignoniaceae,0.21,6.67302192564347,0.5,35.093664951762925,4
